date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
05 Sep 2025,,Athletics,Los Angeles Angels,+125,-149,10,4
05 Sep 2025,,San Diego Padres,Colorado Rockies,-222,+179,0,3
05 Sep 2025,,San Francisco Giants,St.Louis Cardinals,+100,-120,8,2
05 Sep 2025,,Houston Astros,Texas Rangers,+104,-125,3,4
05 Sep 2025,,Minnesota Twins,Kansas City Royals,+104,-125,1,2
05 Sep 2025,,Cleveland Guardians,Tampa Bay Rays,+129,-154,7,1
05 Sep 2025,,Seattle Mariners,Atlanta Braves,+104,-125,1,4
05 Sep 2025,,Philadelphia Phillies,Miami Marlins,-238,+195,9,3
05 Sep 2025,,Los Angeles Dodgers,Baltimore Orioles,-167,+140,1,2
05 Sep 2025,,Toronto Blue Jays,New York Yankees,+100,-120,7,1
05 Sep 2025,,Chicago White Sox,Detroit Tigers,+165,-200,7,5
05 Sep 2025,,New York Mets,Cincinnati Reds,-120,+100,5,4
05 Sep 2025,,Milwaukee Brewers,Pittsburgh Pirates,-133,+114,5,2
05 Sep 2025,,Washington Nationals,Chicago Cubs,+179,-222,5,11
04 Sep 2025,,Chicago White Sox,Minnesota Twins,+125,-149,11,8
04 Sep 2025,,New York Yankees,Houston Astros,-143,+120,8,4
04 Sep 2025,,Los Angeles Angels,Kansas City Royals,+129,-154,3,4
04 Sep 2025,,Cleveland Guardians,Tampa Bay Rays,+140,-169,2,4
04 Sep 2025,,Los Angeles Dodgers,Pittsburgh Pirates,-115,-105,3,5
04 Sep 2025,,Philadelphia Phillies,Milwaukee Brewers,-105,-115,2,0
03 Sep 2025,,San Francisco Giants,Colorado Rockies,-189,+154,10,8
03 Sep 2025,,New York Yankees,Houston Astros,-149,+125,7,8
03 Sep 2025,,Athletics,St.Louis Cardinals,-110,-110,1,5
03 Sep 2025,,Atlanta Braves,Chicago Cubs,+125,-149,5,1
03 Sep 2025,,Chicago White Sox,Minnesota Twins,+145,-175,4,3
03 Sep 2025,,Los Angeles Angels,Kansas City Royals,+145,-179,4,3
03 Sep 2025,,Philadelphia Phillies,Milwaukee Brewers,-110,-110,3,6
03 Sep 2025,,Seattle Mariners,Tampa Bay Rays,-137,+114,4,9
03 Sep 2025,,Cleveland Guardians,Boston Red Sox,+125,-149,8,1
03 Sep 2025,,Toronto Blue Jays,Cincinnati Reds,-161,+135,13,9
03 Sep 2025,,Los Angeles Dodgers,Pittsburgh Pirates,-167,+140,0,3
03 Sep 2025,,Baltimore Orioles,San Diego Padres,+154,-189,7,5
03 Sep 2025,,Texas Rangers,Arizona Diamondbacks,+104,-125,0,2
03 Sep 2025,,New York Mets,Detroit Tigers,-120,+100,2,6
03 Sep 2025,,Miami Marlins,Washington Nationals,-149,+125,5,10
02 Sep 2025,,Texas Rangers,Arizona Diamondbacks,-110,-110,3,5
02 Sep 2025,,Baltimore Orioles,San Diego Padres,+150,-182,6,2
02 Sep 2025,,San Francisco Giants,Colorado Rockies,-238,+190,7,4
02 Sep 2025,,New York Yankees,Houston Astros,-125,+104,7,1
02 Sep 2025,,Athletics,St.Louis Cardinals,-110,-110,1,2
02 Sep 2025,,Los Angeles Angels,Kansas City Royals,+140,-169,5,1
02 Sep 2025,,Atlanta Braves,Chicago Cubs,+145,-175,3,4
02 Sep 2025,,Chicago White Sox,Minnesota Twins,+120,-143,12,3
02 Sep 2025,,Seattle Mariners,Tampa Bay Rays,-120,+100,5,6
02 Sep 2025,,Cleveland Guardians,Boston Red Sox,+220,-278,7,11
02 Sep 2025,,Miami Marlins,Washington Nationals,+104,-125,2,5
02 Sep 2025,,Toronto Blue Jays,Cincinnati Reds,-130,+110,12,9
02 Sep 2025,,New York Mets,Detroit Tigers,-130,+110,12,5
02 Sep 2025,,Los Angeles Dodgers,Pittsburgh Pirates,-175,+145,7,9
01 Sep 2025,,Texas Rangers,Arizona Diamondbacks,+120,-141,7,5
01 Sep 2025,,Seattle Mariners,Tampa Bay Rays,-110,-110,2,10
01 Sep 2025,,Baltimore Orioles,San Diego Padres,+140,-167,4,3
01 Sep 2025,,San Francisco Giants,Colorado Rockies,-139,+114,8,2
01 Sep 2025,,Philadelphia Phillies,Milwaukee Brewers,+125,-149,10,8
01 Sep 2025,,Atlanta Braves,Chicago Cubs,+104,-125,6,7
01 Sep 2025,,Athletics,St.Louis Cardinals,+125,-149,11,3
01 Sep 2025,,Chicago White Sox,Minnesota Twins,+154,-189,6,5
01 Sep 2025,,Los Angeles Angels,Houston Astros,+140,-167,3,8
01 Sep 2025,,Cleveland Guardians,Boston Red Sox,+125,-149,4,6
01 Sep 2025,,Toronto Blue Jays,Cincinnati Reds,+104,-125,4,5
01 Sep 2025,,New York Mets,Detroit Tigers,-115,-105,10,8
01 Sep 2025,,Miami Marlins,Washington Nationals,-102,-118,0,2
31 Aug 2025,,Atlanta Braves,Philadelphia Phillies,+140,-167,3,1
31 Aug 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+190,-238,4,5
31 Aug 2025,,Texas Rangers,Athletics,-149,+125,9,6
31 Aug 2025,,Baltimore Orioles,San Francisco Giants,+125,-149,2,13
31 Aug 2025,,Chicago Cubs,Colorado Rockies,-250,+200,5,6
31 Aug 2025,,New York Yankees,Chicago White Sox,-182,+150,2,3
31 Aug 2025,,Detroit Tigers,Kansas City Royals,-175,+145,5,0
31 Aug 2025,,Los Angeles Angels,Houston Astros,+140,-167,3,0
31 Aug 2025,,Seattle Mariners,Cleveland Guardians,-115,-105,4,2
31 Aug 2025,,Miami Marlins,New York Mets,+165,-200,5,1
31 Aug 2025,,Milwaukee Brewers,Toronto Blue Jays,-115,-105,4,8
31 Aug 2025,,Pittsburgh Pirates,Boston Red Sox,+150,-182,2,5
31 Aug 2025,,Tampa Bay Rays,Washington Nationals,-143,+120,7,4
31 Aug 2025,,San Diego Padres,Minnesota Twins,+100,-120,2,7
31 Aug 2025,,St.Louis Cardinals,Cincinnati Reds,+114,-139,4,7
30 Aug 2025,,Texas Rangers,Athletics,-135,+114,9,3
30 Aug 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+185,-227,6,1
30 Aug 2025,,Chicago Cubs,Colorado Rockies,-200,+165,4,3
30 Aug 2025,,Baltimore Orioles,San Francisco Giants,-118,-102,11,1
30 Aug 2025,,Seattle Mariners,Cleveland Guardians,-154,+129,3,4
30 Aug 2025,,Detroit Tigers,Kansas City Royals,-120,+100,1,3
30 Aug 2025,,New York Yankees,Chicago White Sox,-208,+170,5,3
30 Aug 2025,,Los Angeles Angels,Houston Astros,+140,-167,4,1
30 Aug 2025,,San Diego Padres,Minnesota Twins,-154,+129,12,3
30 Aug 2025,,St.Louis Cardinals,Cincinnati Reds,+120,-143,4,2
30 Aug 2025,,Atlanta Braves,Philadelphia Phillies,+120,-143,2,3
30 Aug 2025,,Pittsburgh Pirates,Boston Red Sox,+145,-175,10,3
30 Aug 2025,,Miami Marlins,New York Mets,+145,-175,11,8
30 Aug 2025,,Tampa Bay Rays,Washington Nationals,-161,+135,4,1
30 Aug 2025,,Milwaukee Brewers,Toronto Blue Jays,+114,-135,4,1
29 Aug 2025,,Baltimore Orioles,San Francisco Giants,+125,-149,8,15
29 Aug 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+185,-227,3,0
29 Aug 2025,,Texas Rangers,Athletics,+120,-143,5,2
29 Aug 2025,,Chicago Cubs,Colorado Rockies,-227,+185,11,7
29 Aug 2025,,Detroit Tigers,Kansas City Royals,+100,-120,5,3
29 Aug 2025,,Los Angeles Angels,Houston Astros,+140,-169,0,2
29 Aug 2025,,San Diego Padres,Minnesota Twins,-130,+110,4,7
29 Aug 2025,,New York Yankees,Chicago White Sox,-222,+179,10,2
29 Aug 2025,,Pittsburgh Pirates,Boston Red Sox,-105,-115,4,2
29 Aug 2025,,Seattle Mariners,Cleveland Guardians,-161,+135,4,5
29 Aug 2025,,Miami Marlins,New York Mets,+145,-175,9,19
29 Aug 2025,,Milwaukee Brewers,Toronto Blue Jays,+114,-135,7,2
29 Aug 2025,,Atlanta Braves,Philadelphia Phillies,+165,-200,1,2
29 Aug 2025,,Tampa Bay Rays,Washington Nationals,-143,+120,4,1
29 Aug 2025,,St.Louis Cardinals,Cincinnati Reds,+114,-139,7,5
28 Aug 2025,,New York Yankees,Chicago White Sox,-189,+154,10,4
28 Aug 2025,,Miami Marlins,New York Mets,+220,-278,7,4
28 Aug 2025,,Atlanta Braves,Philadelphia Phillies,+150,-182,4,19
28 Aug 2025,,Chicago Cubs,San Francisco Giants,-105,-115,3,4
28 Aug 2025,,Pittsburgh Pirates,St.Louis Cardinals,+100,-120,1,4
28 Aug 2025,,Arizona Diamondbacks,Milwaukee Brewers,+135,-161,6,4
28 Aug 2025,,Colorado Rockies,Houston Astros,+200,-250,3,4
28 Aug 2025,,Boston Red Sox,Baltimore Orioles,-208,+170,3,2
27 Aug 2025,,Detroit Tigers,Athletics,-130,+110,0,7
27 Aug 2025,,Chicago Cubs,San Francisco Giants,-130,+110,3,12
27 Aug 2025,,Cincinnati Reds,Los Angeles Dodgers,+154,-189,1,5
27 Aug 2025,,Colorado Rockies,Houston Astros,+250,-303,0,4
27 Aug 2025,,Los Angeles Angels,Texas Rangers,+140,-167,3,20
27 Aug 2025,,Pittsburgh Pirates,St.Louis Cardinals,+145,-175,2,1
27 Aug 2025,,Arizona Diamondbacks,Milwaukee Brewers,+120,-143,3,2
27 Aug 2025,,Kansas City Royals,Chicago White Sox,-130,+110,12,1
27 Aug 2025,,Philadelphia Phillies,New York Mets,+129,-154,0,6
27 Aug 2025,,Minnesota Twins,Toronto Blue Jays,+154,-189,8,9
27 Aug 2025,,Boston Red Sox,Baltimore Orioles,-143,+120,3,2
27 Aug 2025,,San Diego Padres,Seattle Mariners,+125,-149,3,4
27 Aug 2025,,Atlanta Braves,Miami Marlins,-120,+100,12,1
27 Aug 2025,,Tampa Bay Rays,Cleveland Guardians,-149,+125,3,4
27 Aug 2025,,Washington Nationals,New York Yankees,+225,-278,2,11
26 Aug 2025,,Cincinnati Reds,Los Angeles Dodgers,+154,-189,3,6
26 Aug 2025,,Detroit Tigers,Athletics,-130,+110,6,7
26 Aug 2025,,Chicago Cubs,San Francisco Giants,-149,+125,2,5
26 Aug 2025,,San Diego Padres,Seattle Mariners,-105,-115,7,6
26 Aug 2025,,Colorado Rockies,Houston Astros,+300,-385,6,1
26 Aug 2025,,Los Angeles Angels,Texas Rangers,-105,-115,3,7
26 Aug 2025,,Pittsburgh Pirates,St.Louis Cardinals,+104,-125,8,3
26 Aug 2025,,Arizona Diamondbacks,Milwaukee Brewers,+150,-182,8,9
26 Aug 2025,,Kansas City Royals,Chicago White Sox,-120,+100,5,4
26 Aug 2025,,Philadelphia Phillies,New York Mets,-110,-110,5,6
26 Aug 2025,,Minnesota Twins,Toronto Blue Jays,+170,-208,7,5
26 Aug 2025,,Washington Nationals,New York Yankees,+165,-200,1,5
26 Aug 2025,,Atlanta Braves,Miami Marlins,-125,+104,11,2
26 Aug 2025,,Tampa Bay Rays,Cleveland Guardians,-105,-115,0,3
26 Aug 2025,,Boston Red Sox,Baltimore Orioles,-120,+100,5,0
25 Aug 2025,,Cincinnati Reds,Los Angeles Dodgers,+114,-135,0,7
25 Aug 2025,,Detroit Tigers,Athletics,-227,+185,3,8
25 Aug 2025,,San Diego Padres,Seattle Mariners,+104,-125,6,9
25 Aug 2025,,Los Angeles Angels,Texas Rangers,+165,-200,4,0
25 Aug 2025,,Pittsburgh Pirates,St.Louis Cardinals,+114,-135,6,7
25 Aug 2025,,Arizona Diamondbacks,Milwaukee Brewers,+154,-189,5,7
25 Aug 2025,,Kansas City Royals,Chicago White Sox,-135,+114,0,7
25 Aug 2025,,Philadelphia Phillies,New York Mets,-130,+110,3,13
25 Aug 2025,,Minnesota Twins,Toronto Blue Jays,+125,-149,4,10
25 Aug 2025,,Washington Nationals,New York Yankees,+200,-250,5,10
25 Aug 2025,,Atlanta Braves,Miami Marlins,-120,+100,1,2
25 Aug 2025,,Tampa Bay Rays,Cleveland Guardians,-102,-118,9,0
25 Aug 2025,,Boston Red Sox,Baltimore Orioles,-118,-102,4,3
24 Aug 2025,,Boston Red Sox,New York Yankees,+140,-167,2,7
24 Aug 2025,,Cincinnati Reds,Arizona Diamondbacks,+114,-137,6,1
24 Aug 2025,,Athletics,Seattle Mariners,+150,-182,4,11
24 Aug 2025,,Los Angeles Dodgers,San Diego Padres,-110,-110,8,2
24 Aug 2025,,Chicago Cubs,Los Angeles Angels,-143,+120,4,3
24 Aug 2025,,Cleveland Guardians,Texas Rangers,+110,-133,0,5
24 Aug 2025,,Minnesota Twins,Chicago White Sox,-115,-105,0,8
24 Aug 2025,,San Francisco Giants,Milwaukee Brewers,+114,-139,4,3
24 Aug 2025,,Kansas City Royals,Detroit Tigers,+125,-149,10,8
24 Aug 2025,,Toronto Blue Jays,Miami Marlins,-137,+114,3,5
24 Aug 2025,,New York Mets,Atlanta Braves,-133,+110,3,4
24 Aug 2025,,Houston Astros,Baltimore Orioles,+114,-137,2,3
24 Aug 2025,,Washington Nationals,Philadelphia Phillies,+220,-278,2,3
24 Aug 2025,,St.Louis Cardinals,Tampa Bay Rays,+114,-139,2,7
24 Aug 2025,,Colorado Rockies,Pittsburgh Pirates,+240,-303,0,4
23 Aug 2025,,Athletics,Seattle Mariners,+145,-175,2,1
23 Aug 2025,,Chicago Cubs,Los Angeles Angels,-154,+129,12,1
23 Aug 2025,,Los Angeles Dodgers,San Diego Padres,-141,+120,1,5
23 Aug 2025,,Cincinnati Reds,Arizona Diamondbacks,-120,+100,1,10
23 Aug 2025,,New York Mets,Atlanta Braves,-125,+104,9,2
23 Aug 2025,,Minnesota Twins,Chicago White Sox,-110,-110,3,7
23 Aug 2025,,San Francisco Giants,Milwaukee Brewers,+120,-141,7,1
23 Aug 2025,,Houston Astros,Baltimore Orioles,+100,-120,9,8
23 Aug 2025,,Cleveland Guardians,Texas Rangers,+110,-130,0,10
23 Aug 2025,,Colorado Rockies,Pittsburgh Pirates,+150,-182,1,5
23 Aug 2025,,Kansas City Royals,Detroit Tigers,+104,-125,2,4
23 Aug 2025,,Washington Nationals,Philadelphia Phillies,+200,-250,4,6
23 Aug 2025,,Toronto Blue Jays,Miami Marlins,-149,+125,7,6
23 Aug 2025,,Boston Red Sox,New York Yankees,-115,-105,12,1
22 Aug 2025,,Athletics,Seattle Mariners,+185,-227,2,3
22 Aug 2025,,Cincinnati Reds,Arizona Diamondbacks,+110,-130,5,6
22 Aug 2025,,Los Angeles Dodgers,San Diego Padres,-125,+104,1,2
22 Aug 2025,,Chicago Cubs,Los Angeles Angels,-133,+110,3,2
22 Aug 2025,,San Francisco Giants,Milwaukee Brewers,+154,-189,4,5
22 Aug 2025,,Cleveland Guardians,Texas Rangers,+135,-161,3,4
22 Aug 2025,,Minnesota Twins,Chicago White Sox,-130,+110,9,7
22 Aug 2025,,St.Louis Cardinals,Tampa Bay Rays,+120,-141,6,10
22 Aug 2025,,New York Mets,Atlanta Braves,-105,-115,12,7
22 Aug 2025,,Kansas City Royals,Detroit Tigers,+135,-161,5,7
22 Aug 2025,,Toronto Blue Jays,Miami Marlins,-169,+140,5,2
22 Aug 2025,,Houston Astros,Baltimore Orioles,-110,-110,10,7
22 Aug 2025,,Boston Red Sox,New York Yankees,+154,-189,1,0
22 Aug 2025,,Washington Nationals,Philadelphia Phillies,+165,-200,5,4
22 Aug 2025,,Colorado Rockies,Pittsburgh Pirates,+179,-222,0,9
21 Aug 2025,,St.Louis Cardinals,Tampa Bay Rays,-120,+100,7,4
21 Aug 2025,,Houston Astros,Baltimore Orioles,+100,-120,7,2
21 Aug 2025,,Boston Red Sox,New York Yankees,+125,-149,6,3
21 Aug 2025,,San Francisco Giants,San Diego Padres,+154,-189,4,8
21 Aug 2025,,New York Mets,Washington Nationals,-137,+114,3,9
21 Aug 2025,,Los Angeles Dodgers,Colorado Rockies,-227,+185,9,5
21 Aug 2025,,Milwaukee Brewers,Chicago Cubs,+114,-139,4,1
21 Aug 2025,,Texas Rangers,Kansas City Royals,+100,-120,4,6
21 Aug 2025,,Athletics,Minnesota Twins,-120,+100,8,3
20 Aug 2025,,San Francisco Giants,San Diego Padres,+120,-141,1,8
20 Aug 2025,,Cincinnati Reds,Los Angeles Angels,+100,-120,1,2
20 Aug 2025,,Los Angeles Dodgers,Colorado Rockies,-303,+240,3,8
20 Aug 2025,,Milwaukee Brewers,Chicago Cubs,-120,+100,3,4
20 Aug 2025,,Athletics,Minnesota Twins,+104,-125,4,2
20 Aug 2025,,Texas Rangers,Kansas City Royals,+118,-143,6,3
20 Aug 2025,,New York Yankees,Tampa Bay Rays,-110,-110,6,4
20 Aug 2025,,Chicago White Sox,Atlanta Braves,+145,-175,0,1
20 Aug 2025,,New York Mets,Washington Nationals,-175,+145,4,5
20 Aug 2025,,St.Louis Cardinals,Miami Marlins,-105,-115,2,6
20 Aug 2025,,Cleveland Guardians,Arizona Diamondbacks,-102,-118,2,3
20 Aug 2025,,Houston Astros,Detroit Tigers,-115,-105,2,7
20 Aug 2025,,Seattle Mariners,Philadelphia Phillies,+125,-149,2,11
20 Aug 2025,,Toronto Blue Jays,Pittsburgh Pirates,-149,+125,1,2
19 Aug 2025,,Cleveland Guardians,Arizona Diamondbacks,+100,-120,5,6
19 Aug 2025,,San Francisco Giants,San Diego Padres,+170,-208,1,5
19 Aug 2025,,Cincinnati Reds,Los Angeles Angels,-139,+114,6,4
19 Aug 2025,,Los Angeles Dodgers,Colorado Rockies,-250,+200,11,4
19 Aug 2025,,Milwaukee Brewers,Chicago Cubs,-125,+104,1,4
19 Aug 2025,,Athletics,Minnesota Twins,+120,-141,6,3
19 Aug 2025,,Texas Rangers,Kansas City Royals,-115,-105,2,5
19 Aug 2025,,New York Yankees,Tampa Bay Rays,-130,+110,13,3
19 Aug 2025,,Chicago White Sox,Atlanta Braves,+135,-161,10,11
19 Aug 2025,,Baltimore Orioles,Boston Red Sox,+125,-149,4,3
19 Aug 2025,,New York Mets,Washington Nationals,-208,+170,8,1
19 Aug 2025,,Seattle Mariners,Philadelphia Phillies,+165,-200,4,6
19 Aug 2025,,Houston Astros,Detroit Tigers,+135,-161,0,1
19 Aug 2025,,St.Louis Cardinals,Miami Marlins,+120,-143,7,4
19 Aug 2025,,Toronto Blue Jays,Pittsburgh Pirates,-143,+120,7,3
19 Aug 2025,,Milwaukee Brewers,Chicago Cubs,+129,-154,4,6
18 Aug 2025,,Cleveland Guardians,Arizona Diamondbacks,+104,-125,3,1
18 Aug 2025,,San Francisco Giants,San Diego Padres,+125,-149,4,3
18 Aug 2025,,Cincinnati Reds,Los Angeles Angels,-115,-105,4,1
18 Aug 2025,,Los Angeles Dodgers,Colorado Rockies,-303,+240,3,4
18 Aug 2025,,Texas Rangers,Kansas City Royals,+110,-130,3,4
18 Aug 2025,,Chicago White Sox,Atlanta Braves,+179,-222,13,9
18 Aug 2025,,Baltimore Orioles,Boston Red Sox,+104,-125,6,3
18 Aug 2025,,Seattle Mariners,Philadelphia Phillies,-105,-115,7,12
18 Aug 2025,,Houston Astros,Detroit Tigers,+129,-154,0,10
18 Aug 2025,,St.Louis Cardinals,Miami Marlins,+118,-139,8,3
18 Aug 2025,,Toronto Blue Jays,Pittsburgh Pirates,-110,-110,2,5
18 Aug 2025,,Milwaukee Brewers,Chicago Cubs,-105,-115,7,0
17 Aug 2025,,Seattle Mariners,New York Mets,-120,+100,3,7
17 Aug 2025,,San Diego Padres,Los Angeles Dodgers,+120,-141,4,5
17 Aug 2025,,Los Angeles Angels,Athletics,-110,-110,11,5
17 Aug 2025,,Tampa Bay Rays,San Francisco Giants,+114,-137,1,7
17 Aug 2025,,Arizona Diamondbacks,Colorado Rockies,-149,+125,5,6
17 Aug 2025,,Pittsburgh Pirates,Chicago Cubs,+160,-189,3,4
17 Aug 2025,,New York Yankees,St.Louis Cardinals,-161,+135,8,4
17 Aug 2025,,Baltimore Orioles,Houston Astros,+104,-125,12,0
17 Aug 2025,,Chicago White Sox,Kansas City Royals,+145,-175,2,6
17 Aug 2025,,Detroit Tigers,Minnesota Twins,-125,+104,1,8
17 Aug 2025,,Atlanta Braves,Cleveland Guardians,-105,-115,5,4
17 Aug 2025,,Milwaukee Brewers,Cincinnati Reds,+104,-125,2,3
17 Aug 2025,,Texas Rangers,Toronto Blue Jays,+100,-120,10,4
17 Aug 2025,,Miami Marlins,Boston Red Sox,+225,-278,5,3
17 Aug 2025,,Philadelphia Phillies,Washington Nationals,-222,+179,11,9
16 Aug 2025,,Los Angeles Angels,Athletics,+104,-125,2,7
16 Aug 2025,,San Diego Padres,Los Angeles Dodgers,+104,-125,0,6
16 Aug 2025,,Tampa Bay Rays,San Francisco Giants,-115,-105,2,1
16 Aug 2025,,Arizona Diamondbacks,Colorado Rockies,-175,+145,7,10
16 Aug 2025,,Detroit Tigers,Minnesota Twins,-110,-110,8,5
16 Aug 2025,,New York Yankees,St.Louis Cardinals,-139,+114,12,8
16 Aug 2025,,Atlanta Braves,Cleveland Guardians,-115,-105,10,1
16 Aug 2025,,Baltimore Orioles,Houston Astros,+118,-139,4,5
16 Aug 2025,,Chicago White Sox,Kansas City Royals,+125,-149,2,6
16 Aug 2025,,Milwaukee Brewers,Cincinnati Reds,-125,+104,6,5
16 Aug 2025,,Miami Marlins,Boston Red Sox,+154,-189,5,7
16 Aug 2025,,Seattle Mariners,New York Mets,-115,-105,1,3
16 Aug 2025,,Philadelphia Phillies,Washington Nationals,-149,+125,0,2
16 Aug 2025,,Texas Rangers,Toronto Blue Jays,+150,-179,2,14
16 Aug 2025,,Pittsburgh Pirates,Chicago Cubs,+179,-222,1,3
15 Aug 2025,,Tampa Bay Rays,San Francisco Giants,-105,-115,7,6
15 Aug 2025,,San Diego Padres,Los Angeles Dodgers,+120,-141,2,3
15 Aug 2025,,Los Angeles Angels,Athletics,-115,-105,3,10
15 Aug 2025,,Arizona Diamondbacks,Colorado Rockies,-200,+165,3,4
15 Aug 2025,,New York Yankees,St.Louis Cardinals,-143,+120,4,3
15 Aug 2025,,Baltimore Orioles,Houston Astros,+179,-222,7,0
15 Aug 2025,,Chicago White Sox,Kansas City Royals,+145,-179,1,3
15 Aug 2025,,Detroit Tigers,Minnesota Twins,-137,+114,7,0
15 Aug 2025,,Atlanta Braves,Cleveland Guardians,-102,-118,2,0
15 Aug 2025,,Miami Marlins,Boston Red Sox,+140,-167,1,2
15 Aug 2025,,Seattle Mariners,New York Mets,+110,-130,11,9
15 Aug 2025,,Texas Rangers,Toronto Blue Jays,-110,-110,5,6
15 Aug 2025,,Philadelphia Phillies,Washington Nationals,-208,+170,6,2
15 Aug 2025,,Milwaukee Brewers,Cincinnati Reds,-139,+118,10,8
15 Aug 2025,,Pittsburgh Pirates,Chicago Cubs,+154,-189,3,2
14 Aug 2025,,Arizona Diamondbacks,Colorado Rockies,-175,+145,8,2
14 Aug 2025,,Detroit Tigers,Minnesota Twins,-208,+170,4,3
14 Aug 2025,,Atlanta Braves,New York Mets,+154,-189,4,3
14 Aug 2025,,Philadelphia Phillies,Washington Nationals,-200,+165,2,3
14 Aug 2025,,Miami Marlins,Cleveland Guardians,+104,-125,4,9
14 Aug 2025,,Chicago Cubs,Toronto Blue Jays,-120,+100,1,2
14 Aug 2025,,Seattle Mariners,Baltimore Orioles,-130,+110,3,5
13 Aug 2025,,Tampa Bay Rays,Athletics,-149,+125,8,2
13 Aug 2025,,Los Angeles Dodgers,Los Angeles Angels,-192,+154,5,6
13 Aug 2025,,Atlanta Braves,New York Mets,+170,-208,11,6
13 Aug 2025,,Boston Red Sox,Houston Astros,+125,-149,1,4
13 Aug 2025,,Chicago Cubs,Toronto Blue Jays,+114,-135,4,1
13 Aug 2025,,Minnesota Twins,New York Yankees,+125,-149,4,1
13 Aug 2025,,Miami Marlins,Cleveland Guardians,+114,-133,13,4
13 Aug 2025,,Seattle Mariners,Baltimore Orioles,-143,+120,3,4
13 Aug 2025,,Philadelphia Phillies,Cincinnati Reds,-125,+104,0,8
13 Aug 2025,,San Diego Padres,San Francisco Giants,-143,+120,11,1
13 Aug 2025,,Arizona Diamondbacks,Texas Rangers,+118,-143,6,4
13 Aug 2025,,Colorado Rockies,St.Louis Cardinals,+190,-238,6,5
13 Aug 2025,,Detroit Tigers,Chicago White Sox,-143,+120,1,0
13 Aug 2025,,Washington Nationals,Kansas City Royals,+140,-169,8,7
13 Aug 2025,,Pittsburgh Pirates,Milwaukee Brewers,+200,-250,5,12
12 Aug 2025,,Tampa Bay Rays,Athletics,-110,-110,0,6
12 Aug 2025,,San Diego Padres,San Francisco Giants,+100,-120,5,1
12 Aug 2025,,Los Angeles Dodgers,Los Angeles Angels,-175,+145,6,7
12 Aug 2025,,Boston Red Sox,Houston Astros,-105,-115,14,1
12 Aug 2025,,Arizona Diamondbacks,Texas Rangers,+129,-154,3,2
12 Aug 2025,,Colorado Rockies,St.Louis Cardinals,+170,-208,3,0
12 Aug 2025,,Detroit Tigers,Chicago White Sox,-182,+150,6,9
12 Aug 2025,,Washington Nationals,Kansas City Royals,+154,-189,5,8
12 Aug 2025,,Pittsburgh Pirates,Milwaukee Brewers,+118,-139,0,14
12 Aug 2025,,Atlanta Braves,New York Mets,+120,-143,5,13
12 Aug 2025,,Chicago Cubs,Toronto Blue Jays,+104,-125,1,5
12 Aug 2025,,Minnesota Twins,New York Yankees,+185,-227,1,9
12 Aug 2025,,Philadelphia Phillies,Cincinnati Reds,-149,+125,1,6
12 Aug 2025,,Miami Marlins,Cleveland Guardians,+118,-139,3,4
12 Aug 2025,,Seattle Mariners,Baltimore Orioles,-161,+135,1,0
11 Aug 2025,,Tampa Bay Rays,Athletics,-110,-110,7,4
11 Aug 2025,,San Diego Padres,San Francisco Giants,+110,-130,4,1
11 Aug 2025,,Los Angeles Dodgers,Los Angeles Angels,-179,+150,4,7
11 Aug 2025,,Boston Red Sox,Houston Astros,-169,+140,6,7
11 Aug 2025,,Arizona Diamondbacks,Texas Rangers,+140,-169,6,7
11 Aug 2025,,Colorado Rockies,St.Louis Cardinals,+179,-222,2,3
11 Aug 2025,,Detroit Tigers,Chicago White Sox,-149,+125,2,1
11 Aug 2025,,Washington Nationals,Kansas City Royals,+129,-154,4,7
11 Aug 2025,,Pittsburgh Pirates,Milwaukee Brewers,+165,-200,1,7
11 Aug 2025,,Minnesota Twins,New York Yankees,+150,-182,2,6
11 Aug 2025,,Philadelphia Phillies,Cincinnati Reds,+110,-130,4,1
10 Aug 2025,,Chicago Cubs,St.Louis Cardinals,-137,+114,2,3
10 Aug 2025,,Colorado Rockies,Arizona Diamondbacks,+229,-294,6,13
10 Aug 2025,,Boston Red Sox,San Diego Padres,+125,-149,2,6
10 Aug 2025,,Toronto Blue Jays,Los Angeles Dodgers,+150,-182,5,4
10 Aug 2025,,Tampa Bay Rays,Seattle Mariners,+154,-189,3,6
10 Aug 2025,,Washington Nationals,San Francisco Giants,+135,-161,8,0
10 Aug 2025,,Philadelphia Phillies,Texas Rangers,-161,+135,4,2
10 Aug 2025,,Cleveland Guardians,Chicago White Sox,-130,+110,4,6
10 Aug 2025,,New York Mets,Milwaukee Brewers,-110,-110,6,7
10 Aug 2025,,Los Angeles Angels,Detroit Tigers,+150,-182,5,9
10 Aug 2025,,Athletics,Baltimore Orioles,+104,-125,3,2
10 Aug 2025,,Miami Marlins,Atlanta Braves,+110,-130,1,7
10 Aug 2025,,Cincinnati Reds,Pittsburgh Pirates,-110,-110,14,8
10 Aug 2025,,Houston Astros,New York Yankees,+185,-227,7,1
10 Aug 2025,,Kansas City Royals,Minnesota Twins,-110,-110,3,5
09 Aug 2025,,Tampa Bay Rays,Seattle Mariners,+120,-143,4,7
